Cell	nCount_RNA	nFeature_RNA	Cluster
SRR7753439	14677	2162	6
SRR5960969	1074080	8063	11
SRR5968893	445787	4728	4
SRR7753659	193664	4656	6
SRR5968919	628407	4716	4
SRR5964802	11817	1182	0
SRR5968342	11646	1066	7
SRR5968534	49879	1956	2
SRR5968294	266503	3409	7
SRR5968183	40810	1349	7
SRR5968191	124226	2650	7
SRR5968443	27353	1443	2
SRR7753432	220063	4665	6
SRR5967552	1258583	3999	1
SRR5968417	1904	459	2
SRR5969000	127025	4095	4
SRR5968551	37764	1227	1
SRR7751318	816113	4333	2
SRR5968952	1568211	4949	4
SRR5961097	243035	4274	8
SRR5968376	2373	943	5
SRR7751174	9264	383	2
SRR5969014	820431	4358	4
SRR7753805	595016	6432	6
SRR5967485	532688	2498	1
SRR7753707	88505	4113	6
SRR5964953	11256	1148	0
SRR5961004	361281	5715	8
SRR5968286	103861	1449	7
SRR7751080	13723	455	2
SRR5967705	541755	4001	1
SRR5964820	8076	972	0
SRR5968131	182105	2478	7
SRR7753436	6169	1434	6
SRR5968581	4114	680	2
SRR5965130	6212	782	0
SRR5961246	90736	4757	11
SRR5968716	80845	2756	2
SRR5967727	811677	2722	1
SRR5965034	12299	1064	0
SRR5968682	31310	2810	5
SRR5967971	23554	1266	7
SRR7750988	6448	324	2
SRR5968917	627762	3848	4
SRR5968689	6484	1857	5
SRR5961475	771814	4448	1
SRR5967728	620294	2449	1
SRR5965090	12056	1191	0
SRR5967848	953027	3344	1
SRR5964725	1710	448	0
SRR5968904	168798	4126	4
SRR5968851	7107	912	2
SRR7751037	3308	271	2
SRR5968970	315676	4475	4
SRR5967908	300729	3051	1
SRR5968048	279588	1801	2
SRR5965131	9614	1337	0
SRR5968690	3063	1288	5
SRR7751071	2733	319	2
SRR5968060	104824	1572	7
SRR5968429	4729	1448	5
SRR7753443	4515	1325	6
SRR5965039	15206	1379	0
SRR7753462	11206	2066	6
SRR5968950	448532	5004	4
SRR5968853	31286	1893	2
SRR5967540	482201	3473	1
SRR5967960	416233	3231	1
SRR7753770	16120	2832	6
SRR5968648	16723	2723	5
SRR7753582	2017192	6956	6
SRR5964736	4385	452	0
SRR5968840	257575	3685	2
SRR5968295	118764	1842	7
SRR7753406	23468	2637	6
SRR5964691	14641	1142	0
SRR7753453	149403	4835	6
SRR7751165	69026	918	2
SRR5968209	2103739	3595	7
SRR7751002	9075	313	0
SRR5967974	323775	3268	7
SRR5968939	474266	5385	4
SRR5968538	5701	1912	5
SRR5968960	37002	2755	4
SRR5968465	15354	1353	2
SRR5961335	355582	2985	1
SRR5968831	43890	1866	2
SRR7753475	1554296	6714	6
SRR5968378	139074	2896	2
SRR5968625	9216	979	2
SRR5964731	3807	706	0
SRR5969013	110582	4113	4
SRR7753493	63586	3536	6
SRR5965121	4952	723	0
SRR5960764	454799	5490	3
SRR5960785	225561	5882	3
SRR5968278	115875	2265	7
SRR5964670	9278	1049	0
SRR5964998	8928	1066	0
SRR5967913	503040	2774	1
SRR7751319	138758	1563	2
SRR5968006	54456	2114	7
SRR5968542	2535	631	2
SRR5960770	177016	4198	3
SRR5961006	374051	5248	8
SRR7750999	436514	2539	2
SRR5967613	1215887	3406	1
SRR5967912	704419	2513	1
SRR5968903	37602	2656	4
SRR7753463	11685	2035	6
SRR5965112	4010	760	0
SRR5964794	4106	634	0
SRR5961186	353868	5151	8
SRR5968550	139919	2682	2
SRR5968113	54118	2850	7
SRR7753459	2641	825	6
SRR5968110	48707	982	7
SRR7753451	434768	5584	6
SRR7753470	196551	4176	6
SRR5969094	230352	3953	4
SRR7753477	36863	2979	6
SRR5967733	835518	2770	1
SRR5968539	4579	1647	5
SRR7751349	35438	605	2
SRR5968552	9642	1534	5
SRR5961173	102845	4166	11
SRR7753500	667840	5035	6
SRR5964994	1793	501	0
SRR5967995	274360	2704	7
SRR7753355	2213852	7751	6
SRR5968692	240207	3866	2
SRR7753452	1400271	5870	5
SRR5961384	973204	5026	1
SRR5964893	1656	413	0
SRR5968055	164365	2107	7
SRR5960900	205374	6536	11
SRR5968545	1594	463	2
SRR5968670	13013	1580	2
SRR5968896	375776	4671	4
SRR5968678	15171	1234	2
SRR5968502	23858	1535	2
SRR5969050	980468	4784	4
SRR5968708	3301	626	2
SRR5961135	90534	5576	11
SRR7751327	14125	495	2
SRR5968883	1407793	4414	4
SRR5960936	787995	5657	8
SRR5968932	229866	3996	4
SRR5968600	23411	1651	2
SRR5967896	400291	3550	1
SRR7751279	100865	1129	2
SRR7751111	5355	225	2
SRR5967937	377677	2771	1
SRR5965024	703	289	2
SRR5961096	421732	5062	8
SRR7753798	28893	2812	6
SRR7753705	820549	6860	6
SRR5964811	15494	1422	0
SRR5967899	249852	2758	1
SRR7751217	88093	889	2
SRR5968315	63268	1565	7
SRR5968312	60461	2106	7
SRR5967608	627558	4043	1
SRR5961236	218840	5998	11
SRR7753340	386111	5428	6
SRR5964693	12426	1280	0
SRR5965015	13119	1215	0
SRR7751301	2229	215	0
SRR5961027	142441	3898	8
SRR5961075	113661	4195	11
SRR5968801	10289	1211	2
SRR5968422	11026	2467	5
SRR7753520	4157	1299	6
SRR5967891	723953	2558	1
SRR5968570	15717	1434	2
SRR5968379	20071	1364	2
SRR5968230	2112987	3963	7
SRR5964645	13621	1325	0
SRR5960866	576898	4735	8
SRR5968458	186367	3420	2
SRR7753780	20738	2299	6
SRR7750980	5367	307	2
SRR7753549	399889	6446	6
SRR5968527	3751	695	2
SRR7753363	3379	951	6
SRR5968592	33793	1748	2
SRR5968944	496397	4757	4
SRR5968956	158095	4961	4
SRR7751252	13184	418	2
SRR7753793	24108	2489	6
SRR5968633	34976	1810	2
SRR5969063	565044	5131	4
SRR5968702	13216	2902	5
SRR5968949	368330	3587	4
SRR7753564	24589	2362	6
SRR5968669	2207	527	2
SRR7751223	1891	204	2
SRR5968228	333069	2760	7
SRR7751023	3229	256	2
SRR5969041	544513	5056	4
SRR5964856	7057	1120	0
SRR5968619	3082	651	2
SRR5968756	5083	706	2
SRR5964838	12788	1223	0
SRR7753787	360829	5350	6
SRR5968481	88423	2735	2
SRR7753682	260794	5053	6
SRR5964759	13064	1278	0
SRR5968133	98427	3426	7
SRR7753599	206340	4889	6
SRR7753773	37743	3519	6
SRR5964785	9767	1170	0
SRR5968672	51287	1887	2
SRR5967723	905101	2995	1
SRR5964830	3933	694	0
SRR5968311	128287	2758	7
SRR5960803	280344	4709	8
SRR5968234	56181	1779	7
SRR5968987	1287561	3610	4
SRR5968591	4962	591	2
SRR5968736	1761	459	2
SRR7753424	1342616	7706	6
SRR5968658	80262	2482	2
SRR7753777	93339	3961	6
SRR5967764	473203	4029	1
SRR5968244	60456	2569	7
SRR5968326	83502	1661	7
SRR5968753	34214	1693	2
SRR5968569	5549	915	2
SRR7751157	340397	2833	0
SRR5964973	14007	1339	0
SRR5967475	270782	2945	1
SRR7753552	746253	6514	6
SRR7753788	4124	1166	6
SRR5961082	513533	5711	11
SRR5968560	2635	634	2
SRR5960697	832175	6728	3
SRR5967636	526105	2228	1
SRR7753434	21478	2396	6
SRR5969004	143202	3854	4
SRR5968833	1927	446	2
SRR7753526	2561	943	6
SRR7751033	2449	206	2
SRR5961399	418377	3031	1
SRR7753343	2494470	7488	6
SRR5968462	8537	1157	2
SRR5964977	9228	957	0
SRR5961468	321856	2641	1
SRR7753518	2967737	7753	6
SRR5965041	5239	777	0
SRR5961472	453190	2989	1
SRR5969020	576684	4257	8
SRR5968093	2049	417	7
SRR7753483	2293	689	4
SRR7753456	10932	2228	6
SRR5967519	895498	2763	1
SRR5969083	3080552	4566	4
SRR5964876	2433	546	0
SRR7753699	1201119	7056	6
SRR7753447	562147	4990	6
SRR7751019	17576	565	2
SRR5968347	272315	3057	7
SRR7751082	204436	2087	2
SRR7753803	272006	5537	6
SRR7753555	25395	2530	6
SRR5961230	299217	7259	11
SRR5969098	115720	3679	4
SRR5968923	764189	4258	4
SRR7753398	1156205	5540	6
SRR5967481	579993	2522	1
SRR7751260	41121	883	2
SRR5961369	748368	3897	1
SRR5968839	26770	1783	2
SRR5967697	584651	2853	1
SRR5968420	156059	2859	2
SRR7753411	132579	4343	6
SRR5968205	72985	2206	7
SRR7753489	21164	2741	6
SRR7753730	132737	4553	6
SRR5965010	6979	877	0
SRR5968775	5055	1287	5
SRR7753656	466082	5974	6
SRR5968623	47193	1840	2
SRR5968639	166236	2766	2
SRR5968380	13436	1401	2
SRR5968599	7225	917	2
SRR7753401	25760	2807	6
SRR5968565	14592	1554	2
SRR7751215	1951	215	2
SRR5968128	146710	2211	7
SRR5965016	13222	1247	0
SRR7753547	14812	2113	6
SRR5964739	5443	594	0
SRR7753610	238294	4382	6
SRR7753562	5937	1390	6
SRR5961010	488903	5561	8
SRR7753352	81524	4407	6
SRR7751219	14254	533	2
SRR5969064	372119	4539	4
SRR5969035	329680	4896	4
SRR5968958	525621	3593	4
SRR5960865	2476933	5692	8
SRR7753446	957904	4378	6
SRR7751306	8920	408	2
SRR7753794	5914	1384	6
SRR7753804	508911	5081	6
SRR5968317	123848	3600	7
SRR5968553	809	275	2
SRR5968825	6236	960	2
SRR5968077	303310	3226	7
SRR7751322	342257	2362	0
SRR5965045	14182	1310	0
SRR7751112	6354	368	2
SRR5967667	757484	2743	1
SRR5967578	825133	3155	1
SRR5967523	953422	3296	1
SRR5968668	82794	2256	2
SRR5968820	16995	1523	2
SRR5968881	1829292	4400	4
SRR7753369	35550	2970	6
SRR5967907	543673	3530	1
SRR5968910	63494	2698	4
SRR5968225	56274	1035	7
SRR7753337	25308	2851	6
SRR5968616	1933	487	2
SRR7753727	22602	2741	6
SRR5960980	675881	7295	11
SRR7753687	17184	2488	6
SRR5968423	6839	1819	5
SRR7753815	16431	3463	6
SRR5968447	3712	572	2
SRR5968866	1343	378	2
SRR5968749	23412	1592	2
SRR5961062	1120450	5939	8
SRR5967944	866001	2785	1
SRR5967881	687301	4789	1
SRR7751168	2930	235	2
SRR5961319	444299	2993	1
SRR5968507	1436	437	2
SRR5965097	3627	706	0
SRR7753775	122936	3642	6
SRR5964917	20729	1538	0
SRR5964932	3103	639	0
SRR5969005	87876	3218	4
SRR5960906	294384	5235	11
SRR5968213	194410	2989	7
SRR5967719	776266	2851	1
SRR5965070	14853	1514	0
SRR5968770	3154	1293	5
SRR5967886	1102274	3259	1
SRR7753386	56303	3450	6
SRR5967474	551476	4179	1
SRR5968241	105477	2226	7
SRR5967686	500235	3480	1
SRR5960996	288308	5507	11
SRR5961407	545689	3624	1
SRR5968622	17956	1320	2
SRR5964855	7492	1062	0
SRR5968252	49809	3544	7
SRR5968289	239193	2326	7
SRR5960682	90368	6109	3
SRR7751359	8992	502	2
SRR5969082	1588090	4188	4
SRR5965077	27910	1679	0
SRR5968572	9381	1000	2
SRR5964680	7533	910	0
SRR5961473	1956322	7138	1
SRR5968373	5139	1498	5
SRR5969081	2362899	5342	4
SRR5960941	446059	6024	8
SRR5960687	146158	4268	3
SRR5967491	553337	2440	1
SRR5960740	861656	6279	3
SRR5968676	10075	1119	2
SRR7751236	2542	222	2
SRR5964746	1760	465	0
SRR5967715	649521	2630	1
SRR7753660	363987	5319	6
SRR5968679	19377	1437	2
SRR7753581	13541	2029	6
SRR7753565	49231	3842	6
SRR5968040	19516	894	7
SRR5965103	29240	1908	0
SRR5968985	166800	3268	4
SRR5964649	6513	914	0
SRR5969073	385119	4034	4
SRR7753346	351671	5391	6
SRR5968657	6728	931	2
SRR7753444	936	431	6
SRR5960806	325347	4997	8
SRR5968515	16010	1300	2
SRR5968510	8178	1954	5
SRR5967855	576653	3390	1
SRR7751122	5569	232	2
SRR7753553	249172	4267	6
SRR7753719	6802	1508	6
SRR7751216	3620	246	2
SRR7751177	4574	312	2
SRR5965132	8988	1173	0
SRR5967480	672959	2606	1
SRR5968915	246611	3540	4
SRR5964988	5634	743	0
SRR5969075	279432	4098	4
SRR5968488	83587	2257	2
SRR5968296	1786030	3379	7
SRR5968276	115884	2954	7
SRR7753769	406100	5289	6
SRR7753364	5406	1427	6
SRR5968907	339333	4147	4
SRR7753400	31276	3209	6
SRR5968486	2781	603	2
SRR5968848	81730	2269	2
SRR5968921	1066156	5125	2
SRR7753726	1128358	6152	6
SRR7753426	409220	5491	6
SRR7753668	393534	5151	6
SRR5967739	478601	3222	1
SRR5960873	550823	6244	8
SRR7753496	4603	1233	6
SRR5968819	15990	1625	2
SRR5968302	333343	3783	7
SRR7753678	97427	4688	6
SRR7751115	3022	245	2
SRR5968982	327752	5129	4
SRR5965054	12699	1217	0
SRR7753731	22270	2521	6
SRR5961389	697188	3935	1
SRR5965067	10971	1196	0
SRR7753399	3415203	6060	6
SRR5968508	26228	4028	5
SRR7753495	3813	1026	9
SRR5961008	892595	6186	8
SRR5968805	33365	1994	2
SRR5968236	188181	1911	7
SRR7753380	508236	5592	6
SRR5968325	21751	1287	7
SRR5968941	158112	4238	4
SRR5968707	66455	2570	2
SRR7751167	93171	1350	2
SRR5968372	6374	2053	5
SRR5968482	70451	2471	2
SRR7753782	187270	4454	6
SRR7753816	6152	1636	6
SRR7753376	113543	4061	6
SRR5968293	145834	2389	7
SRR5961467	521123	3555	1
SRR5968841	139116	2665	2
SRR5968176	57764	1438	7
SRR5968170	793137	3394	7
SRR7751278	20945	505	2
SRR5968691	38624	3833	5
SRR7753516	10539	408	2
SRR5961458	468519	2910	1
SRR7750985	39785	708	2
SRR5968013	7669	761	7
SRR7753420	519945	5996	6
SRR5969090	866298	3886	4
SRR5961003	1024528	6103	8
SRR5961446	592062	3466	1
SRR5965062	16491	1357	0
SRR7753814	1813	633	6
SRR5967901	793445	4978	1
SRR7753806	327118	5531	6
SRR7753551	112292	4149	6
SRR5968873	165006	4273	4
SRR5968444	1356	339	2
SRR7750990	144097	1511	2
SRR5960678	25582	2521	3
SRR7753796	29522	2553	6
SRR5967549	778501	3114	1
SRR5964946	10457	978	0
SRR5964683	6416	944	0
SRR7751072	106839	1053	2
SRR5968661	56702	2061	2
SRR5968727	13293	2192	5
SRR5968812	3539	670	2
SRR7753515	9497	469	2
SRR7753603	9773	1821	6
SRR7753491	23645	2473	6
SRR7753504	232402	5741	6
SRR5968564	1954	800	5
SRR5957589	107746	5185	9
SRR7753609	399349	4726	6
SRR5961254	101153	5578	11
SRR7753708	171421	5039	6
SRR7751255	102445	1219	2
SRR5961470	930651	4864	1
SRR7753579	5020631	7509	6
SRR5968123	115428	2799	7
SRR5967665	1192118	3858	1
SRR5968547	206629	3682	2
SRR5967917	796358	2911	1
SRR5961084	372595	5345	8
SRR5968222	8208	1032	7
SRR5960957	167676	4197	8
SRR5968368	7976	2568	5
SRR5967504	569827	3625	1
SRR7753700	228348	4762	6
SRR5961038	702571	6218	8
SRR5968489	99008	2397	2
SRR5967925	617873	4573	1
SRR5964968	1844	436	0
SRR5968367	5914	1507	5
SRR5967911	407003	3730	1
SRR5960922	718870	6088	8
SRR5960734	213054	4518	3
SRR5968802	77407	2775	2
SRR7753377	17424	2338	11
SRR5964921	16899	1292	0
SRR5967670	1166212	3944	1
SRR7751041	3421	232	2
SRR5965078	15508	1271	0
SRR5967970	49105	1517	7
SRR5967945	1286179	3835	1
SRR7753717	64554	3868	6
SRR5965066	8095	1056	0
SRR7753561	19226	2436	6
SRR7753545	31074	2829	6
SRR5967808	687756	2671	1
SRR7753336	171893	4196	6
SRR5967603	697331	4600	1
SRR7753371	63968	3980	6
SRR5967802	588775	2809	1
SRR7751079	18234	502	2
SRR5961086	559152	4092	8
SRR5968865	1646	472	2
SRR7753767	10470	1968	6
SRR5960832	417733	4195	8
SRR5968763	5697	868	2
SRR5968809	5269	656	2
SRR5961375	462282	3187	1
SRR7751347	2927	248	2
SRR7753635	428733	5240	6
SRR5967571	623483	4473	1
SRR5961363	493418	3826	1
SRR5968610	28811	3199	5
SRR7751328	8226	353	2
SRR7753339	2323	755	6
SRR5968688	1673	704	5
SRR7751015	7998	328	2
SRR5964706	26926	1537	0
SRR5960959	266707	4752	8
SRR5967980	414677	2528	7
SRR5961351	494879	3337	1
SRR5967624	488348	3985	1
SRR5967692	655001	2423	1
SRR5968875	403951	4455	4
SRR7753395	1333383	6009	6
SRR5967531	356129	3295	1
SRR5969078	1702296	4623	4
SRR5967714	607832	4114	1
SRR7751296	8875	427	2
SRR5960781	131824	5551	3
SRR5960768	2597627	5953	3
SRR5968207	7664	703	7
SRR5968739	15418	1212	2
SRR5961463	1665370	6741	1
SRR7751297	31462	724	2
SRR5968930	255475	4301	4
SRR5968441	5193	956	2
SRR5964760	3892	602	0
SRR7753525	21932	2727	6
SRR5968525	604	226	2
SRR5968291	177371	2994	7
SRR5967987	85160	1882	7
SRR5961149	91376	3047	8
SRR5965042	9997	1197	0
SRR7751027	26653	748	2
SRR7753393	372047	5217	6
SRR5968846	86233	2171	2
SRR5968389	6014	1023	2
SRR5968125	473386	3108	7
SRR5968926	193551	3991	4
SRR5968172	17828	834	7
SRR7753430	46966	3249	6
SRR7751243	2696	259	2
SRR7751190	4907	269	2
SRR7753379	2308634	4570	6
SRR7753563	11383	2103	6
SRR5968557	16164	2629	5
SRR5961392	604366	3961	1
SRR5968471	5450	1928	5
SRR7753543	56286	3373	6
SRR7751285	10105	398	2
SRR5967796	865069	4761	1
SRR5968413	280583	3581	2
SRR7753458	12369	2322	6
SRR5967780	446062	3353	1
SRR5964750	1880	464	0
SRR7751076	22449	478	2
SRR5968395	65962	4258	5
SRR5965063	15671	1382	0
SRR5964778	4740	790	0
SRR5968856	23137	1434	2
SRR7753448	15993	2327	6
SRR7750992	390833	2710	2
SRR5964708	14679	1278	0
SRR7753703	21490	2754	6
SRR5964743	3199	672	0
SRR7753759	15594	2253	6
SRR5961191	299422	4796	8
SRR5964668	8525	948	0
SRR5968567	1187	350	2
SRR7753753	1128473	6610	6
SRR7753833	13616	1935	6
SRR7753365	789810	6183	6
SRR5968263	87791	1596	7
SRR5964783	5648	943	0
SRR5964885	11408	709	0
SRR5968703	11012	1091	2
SRR7750983	12010	568	2
SRR5968888	1100269	5118	4
SRR5968002	91651	1609	7
SRR5961419	508172	3679	1
SRR5968728	24376	4347	5
SRR7753542	28985	3263	6
SRR5961201	133192	5871	11
SRR5968339	119463	2585	7
SRR5960918	365768	6557	8
SRR7753550	413949	5548	6
SRR5968755	4019	705	2
SRR5968830	10030	1116	2
SRR5969080	946177	4199	4
SRR7753639	121589	3885	6
SRR7753392	83693	3720	6
SRR5969007	241770	5300	4
SRR5968791	199807	3769	2
SRR5961261	108843	4290	8
SRR5968201	256943	2990	7
SRR5961382	409710	2940	1
SRR7753421	83520	3721	6
SRR5967528	564582	4382	1
SRR5968392	5500	827	2
SRR7753750	809078	6021	6
SRR5960886	146801	4868	11
SRR5968863	32237	1922	2
SRR5960321	113887	3326	3
SRR7753802	2158922	7626	11
SRR5968497	23631	1457	2
SRR5968576	59305	2315	2
SRR7753471	3102831	6654	6
SRR5961127	399650	5719	8
SRR7750995	5523	246	2
SRR5968536	6357	865	2
SRR5968142	335879	3474	7
SRR5968080	59230	1340	7
SRR7751346	20568	577	2
SRR5968499	31375	1826	2
SRR5967644	697904	4114	1
SRR5964934	4034	727	0
SRR5969074	239976	5152	4
SRR5968200	348509	1897	7
SRR7750993	57973	819	2
SRR5968945	345875	4600	4
SRR5968901	64631	2891	4
SRR5969077	1536848	5121	4
SRR5967660	609864	4183	1
SRR7753472	728922	5688	6
SRR5961192	349325	5352	8
SRR5960217	101817	2983	4
SRR5968938	191186	4265	4
SRR5968112	338920	2681	7
SRR5968899	581148	5080	4
SRR7753755	406972	5898	6
SRR5968733	1487	367	2
SRR5968498	8941	1044	2
SRR7753361	6130	1378	6
SRR7753669	173110	4811	6
SRR5968203	68696	1554	7
SRR5968528	15692	1166	2
SRR5967962	616667	4576	1
SRR7750989	142298	1678	2
SRR5968281	149477	1464	7
SRR5969028	390150	4660	4
SRR5961388	742049	4430	1
SRR5967600	211445	2446	1
SRR5968918	1212702	4701	4
SRR5968795	12842	1246	2
SRR7753729	49127	2901	6
SRR5967555	1139973	6015	1
SRR5968344	169348	2276	7
SRR5961434	346087	2730	1
SRR5967547	668809	2412	1
SRR5968936	899642	5427	4
SRR5961416	636233	4027	1
SRR5968634	7481	957	2
SRR5961401	494192	3452	1
SRR5960871	819400	6022	8
SRR7753664	863651	6289	6
SRR5967709	653252	4652	1
SRR5968891	234674	4348	4
SRR7753532	71246	3950	6
SRR5968584	64351	2215	2
SRR5961358	629960	4090	1
SRR5969008	1631932	5175	4
SRR5968479	4211	687	2
SRR5968517	1247	354	0
SRR7753389	4566719	7703	6
SRR5968337	624866	2590	7
SRR7751299	5907	296	2
SRR5968838	12601	1287	2
SRR5968496	104227	2345	2
SRR5969070	128505	3698	4
SRR5968369	15598	3237	5
SRR7753604	46875	3351	6
SRR5967985	312257	3232	7
SRR5968803	47109	2060	2
SRR5968450	29886	1411	2
SRR5968062	413266	2371	7
SRR5961292	364544	4629	8
SRR5968385	4074	707	2
SRR5967711	368884	3010	1
SRR7753835	16825	2643	6
SRR7751300	5983	312	2
SRR5968561	5514	1491	5
SRR7753622	64460	3980	6
SRR5964669	8558	1113	0
SRR7753619	7622	1640	6
SRR5961415	680286	3688	1
SRR7753792	30798	3079	6
SRR5969043	222393	4267	4
SRR5968297	36015	1373	7
SRR5961213	721333	5912	8
SRR5964983	9634	1081	0
SRR5960943	475382	5966	8
SRR5965110	4645	829	0
SRR5965029	13815	1416	0
SRR5968303	48889	1524	7
SRR5964924	9601	1096	0
SRR5968711	9103	1200	2
SRR5965096	5895	860	0
SRR7753741	2357	312	0
SRR5968330	48416	1664	7
SRR5968455	212135	3572	2
SRR7753830	75842	3396	6
SRR5964659	6575	842	0
SRR5967618	700423	2602	1
SRR7751099	4132	242	2
SRR7753786	358616	4985	6
SRR5968501	14294	1320	2
SRR5968722	53553	4015	5
SRR5968409	53001	3108	5
SRR5960844	307743	7852	11
SRR7753624	11843	2024	6
SRR5965091	3260	633	0
SRR5968338	708409	3261	7
SRR5969037	248361	4313	4
SRR5967824	371629	3298	1
SRR5968762	11532	1236	2
SRR7753350	3303	1095	6
SRR5967875	512960	3904	1
SRR5968089	142032	2125	7
SRR7753360	11128	2354	6
SRR5968298	892971	2152	7
SRR5968103	11011	1419	7
SRR5969076	190871	4741	4
SRR5967873	811422	2405	1
SRR7753776	13242	2621	6
SRR7753818	6509	1612	6
SRR5967593	630817	3034	1
SRR7753578	2532820	5652	6
SRR5968020	292510	2928	7
SRR5968242	222349	2302	7
SRR7753558	5851	1338	6
SRR5964944	11114	1066	0
SRR7753381	150910	5067	6
SRR5964939	1533	422	0
SRR5968822	131133	2968	2
SRR5960836	756440	6262	11
SRR5964674	9003	999	0
SRR5969062	225913	4288	4
SRR5960940	3553696	6408	8
SRR5964775	12893	743	0
SRR5961426	388213	2641	1
SRR5965035	10507	1064	0
SRR7751330	3684	284	2
SRR5960804	518146	5816	8
SRR7753521	36835	3343	6
SRR5961101	223198	5641	11
SRR7753601	15597	2265	6
SRR7753813	11717	2022	6
SRR5960883	760232	6276	8
SRR5961058	125859	5264	11
SRR5967703	236152	2619	1
SRR5961250	718757	4673	11
SRR5967861	561079	3940	1
SRR5965101	12532	1317	0
SRR5961251	1072525	8597	11
SRR5965021	1216	418	0
SRR5968556	1238	389	2
SRR5968464	21619	1589	2
SRR5968554	1556	446	2
SRR5969018	525123	4123	4
SRR5967967	227180	3469	7
SRR7751141	130662	1489	2
SRR5968448	6958	919	2
SRR5964661	10381	1158	0
SRR5968405	66702	4740	5
SRR7751022	13728	515	2
SRR5968913	359470	4580	4
SRR5968375	5365	1603	5
SRR7753746	4496	246	2
SRR5964906	12199	1111	0
SRR5968606	10587	1164	2
SRR5961465	476111	3440	1
SRR5968178	181002	2156	7
SRR7753623	17674	2810	6
SRR5968403	4500	839	2
SRR7753732	3002551	7293	6
SRR7753345	165543	4229	6
SRR7753685	134714	4681	6
SRR7753608	96819	3801	6
SRR5968635	7910	972	2
SRR5961165	288555	4637	8
SRR5968738	39421	1954	2
SRR5968333	23534	1275	7
SRR5968794	18163	1328	2
SRR5968260	60189	1898	7
SRR5968341	567716	2930	7
SRR5965000	8409	967	0
SRR5968954	792635	4165	4
SRR5968407	13285	1331	2
SRR5967653	545523	3129	1
SRR5968876	300810	4595	4
SRR5968091	274896	2094	7
SRR7753674	34845	2577	6
SRR5968976	973459	5505	4
SRR5968585	149081	2890	2
SRR5969095	224690	4164	4
SRR5968781	1507	445	2
SRR7753375	106250	4008	6
SRR5964997	5495	864	0
SRR7753423	310044	4830	6
SRR5969055	1094407	4034	4
SRR5968144	34268	1156	7
SRR5968314	71181	1560	7
SRR5967898	410709	3709	1
SRR5968000	53733	3052	7
SRR5968854	66098	2214	2
SRR5961373	469227	3258	1
SRR7751140	39441	884	2
SRR5960868	267779	5716	8
SRR5967731	1201507	3194	1
SRR7753413	263985	5603	6
SRR7753503	627057	5775	6
SRR5967687	692845	3864	1
SRR7753618	54727	3805	6
SRR5964801	18660	1432	0
SRR5968849	66578	1958	2
SRR5968603	13098	1295	2
SRR7751017	93373	1217	0
SRR5969024	407732	4691	4
SRR7751350	18520	609	0
SRR7751228	24068	521	2
SRR7750994	3951	248	2
SRR7753774	193597	5424	6
SRR5967883	752497	4852	1
SRR5961286	259086	5210	8
SRR7753596	556887	6242	6
SRR5960994	958107	8044	11
SRR5968709	4011	763	2
SRR5968345	23892	1185	7
SRR5968721	14225	2996	5
SRR5969057	765956	4052	4
SRR5964887	35371	793	2
SRR7753688	118351	5155	6
SRR5967538	539348	3954	1
SRR7753353	68799	4630	6
SRR5969056	1138568	4877	4
SRR5961170	549991	5789	8
SRR5968706	45436	1848	2
SRR5968472	6758	1048	2
SRR5967957	395089	3428	1
SRR5968404	2476	503	2
SRR5960827	76476	3540	8
SRR7751331	3117	304	2
SRR7753535	43900	3212	6
SRR7753628	22886	2686	6
SRR5964771	19107	1479	0
SRR7753359	2338	842	6
SRR5961361	444553	3247	1
SRR5967688	671604	4149	1
SRR5967977	55738	3087	7
SRR5968872	256677	4430	4
SRR5969022	370350	5105	4
SRR7753632	341692	5202	6
SRR5968235	65036	1931	7
SRR7753757	139486	3935	6
SRR7753676	80564	4368	6
SRR5968531	65005	1823	2
SRR7751116	50709	865	2
SRR5968196	71632	2303	7
SRR5969092	1113140	4340	4
SRR7753388	2728914	6266	6
SRR5967857	552083	3763	1
SRR5968383	131977	3188	2
SRR5968983	114146	3390	4
SRR7753589	95420	3952	6
SRR5961215	563893	5846	8
SRR5960964	288326	5177	8
SRR5964692	15258	1497	0
SRR7753418	88105	4178	6
SRR5969031	370647	5030	4
SRR5968685	1914	787	5
SRR7753541	149206	4408	6
SRR7753357	122480	4662	6
SRR5964826	1322	405	0
SRR7751160	2589	223	2
SRR7753760	18853	2753	6
SRR5964723	1235	389	0
SRR5964713	16797	1459	0
SRR5968829	92042	2892	2
SRR5968052	1631857	4444	7
SRR5968004	340070	2403	7
SRR5967574	590574	3083	1
SRR5968946	552409	4951	4
SRR5964658	11942	1363	0
SRR5964804	17621	1441	0
SRR7751020	17786	459	2
SRR5967874	493602	3413	1
SRR5969025	302460	3564	4
SRR5969039	586611	4852	4
SRR5967597	497855	3961	1
SRR7751291	18853	471	2
SRR5968430	8936	1721	5
SRR5968179	158360	2297	7
SRR5968817	2860	558	2
SRR5968435	2616	521	2
SRR5964627	91403	5263	11
SRR5968787	111043	2785	2
SRR5964961	5247	851	0
SRR5960692	184585	5036	3
SRR7753749	559285	5735	6
SRR5968911	248469	4583	4
SRR5960821	245750	6044	11
SRR5968324	133480	2788	7
SRR5968752	18225	1549	2
SRR5968082	49054	1652	7
SRR5961090	422638	5171	8
SRR5967708	380684	3330	1
